Sample	Uniq_SampleID	Date of Collection	Avg Cov	Pangolin	GISAID_ID
ME-HETL-J2881	ME-HETL-J2881	4/14/21	3262	P.1	EPI_ISL_1973066
ME-HETL-J2883	ME-HETL-J2883	4/14/21	1260	B.1.568	EPI_ISL_1973067
ME-HETL-J2884	ME-HETL-J2884	4/14/21	3823	B.1.526	EPI_ISL_1973068
ME-HETL-J2885	ME-HETL-J2885	4/14/21	3159	B.1.637	EPI_ISL_1973069
ME-HETL-J2886	ME-HETL-J2886	4/14/21	3591	B.1.1.7	EPI_ISL_1973070
ME-HETL-J2887	ME-HETL-J2887	4/14/21	2377	B.1.1.7	EPI_ISL_1973071
ME-HETL-J2888	ME-HETL-J2888	4/14/21	3469	B.1.1.7	EPI_ISL_1973072
ME-HETL-J2890	ME-HETL-J2890	4/14/21	3376	B.1.2	EPI_ISL_1973073
ME-HETL-J2891	ME-HETL-J2891	4/14/21	2058	B.1.2	EPI_ISL_1973074
ME-HETL-J2892	ME-HETL-J2892	4/14/21	1393	B.1.1.7	EPI_ISL_1973075
ME-HETL-J2893	ME-HETL-J2893	4/14/21	2800	B.1.637	EPI_ISL_1973076
ME-HETL-J2894	ME-HETL-J2894	4/14/21	3891	B.1.1.7	EPI_ISL_1973077
ME-HETL-J2895	ME-HETL-J2895	4/14/21	4180	B.1.1.7	EPI_ISL_1973078
ME-HETL-J2896	ME-HETL-J2896	4/14/21	1005	B.1.637	EPI_ISL_1973079
ME-HETL-J2897	ME-HETL-J2897	4/14/21	3588	B.1.568	EPI_ISL_1973080
ME-HETL-J2899	ME-HETL-J2899	4/14/21	3400	B.1.526	EPI_ISL_1973081
ME-HETL-J2902	ME-HETL-J2902	4/14/21	3459	B.1.240	EPI_ISL_1973082
ME-HETL-J2903	ME-HETL-J2903	4/14/21	4064	B.1.240	EPI_ISL_1973083
ME-HETL-J2904	ME-HETL-J2904	4/14/21	4133	B.1.526	EPI_ISL_1973084
ME-HETL-J2905	ME-HETL-J2905	4/14/21	3945	B.1.526	EPI_ISL_1973085
ME-HETL-J2906	ME-HETL-J2906	4/14/21	2901	B.1.1.7	EPI_ISL_1973086
ME-HETL-J2907	ME-HETL-J2907	4/14/21	2940	B.1.429	EPI_ISL_1973087
ME-HETL-J2908	ME-HETL-J2908	4/14/21	3501	B.1.2	EPI_ISL_1973088
ME-HETL-J2911	ME-HETL-J2911	4/15/21	2326	B.1.526	EPI_ISL_1973089
ME-HETL-J2912	ME-HETL-J2912	4/15/21	4106	B.1.526	EPI_ISL_1973090
ME-HETL-J2913	ME-HETL-J2913	5/3/21	6494	B.1.1.7	EPI_ISL_2245472
ME-HETL-J2914	ME-HETL-J2914	5/3/21	7977	B.1.1.7	EPI_ISL_2245473
ME-HETL-J2918	ME-HETL-J2918	5/3/21	8791	B.1.1.7	EPI_ISL_2245474
ME-HETL-J2919	ME-HETL-J2919	4/28/21	8867	B.1.526	EPI_ISL_2245475
ME-HETL-J2920	ME-HETL-J2920	4/28/21	5101	B.1.1.7	EPI_ISL_2245476
ME-HETL-J2921	ME-HETL-J2921	5/4/21	9632	B.1.1.7	EPI_ISL_2245477
ME-HETL-J2922	ME-HETL-J2922	5/4/21	7621	B.1.1.7	EPI_ISL_2245478
ME-HETL-J2923	ME-HETL-J2923	5/4/21	9086	B.1.1.7	EPI_ISL_2245479
ME-HETL-J2924	ME-HETL-J2924	5/4/21	7209	B.1.526	EPI_ISL_2245480
ME-HETL-J2926	ME-HETL-J2926	5/5/21	7627	B.1.1.7	EPI_ISL_2245481
ME-HETL-J2927	ME-HETL-J2927	5/5/21	6225	B.1.637	EPI_ISL_2245482
ME-HETL-J2928	ME-HETL-J2928	5/5/21	5498	B.1.1.7	EPI_ISL_2245483
ME-HETL-J2929	ME-HETL-J2929	5/5/21	8873	B.1.1.7	EPI_ISL_2245484
ME-HETL-J2930	ME-HETL-J2930	5/5/21	7944	B.1.1.7	#N/A
ME-HETL-J2931	ME-HETL-J2931	5/5/21	7845	B.1.526	EPI_ISL_2245486
ME-HETL-J2932	ME-HETL-J2932	5/5/21	7909	B.1.526	EPI_ISL_2245487
ME-HETL-J2933	ME-HETL-J2933	5/5/21	8270	B.1.637	EPI_ISL_2245488
ME-HETL-J2934	ME-HETL-J2934	5/6/21	4890	B.1.1.7	EPI_ISL_2245489
ME-HETL-J2935	ME-HETL-J2935	5/6/21	7433	B.1.637	EPI_ISL_2245490
ME-HETL-J2936	ME-HETL-J2936	5/6/21	3463	B.1.429	EPI_ISL_2245491
ME-HETL-J2937	ME-HETL-J2937	5/6/21	7005	B.1.429	EPI_ISL_2245492
ME-HETL-J2938	ME-HETL-J2938	5/6/21	9325	B.1.1.7	EPI_ISL_2245493
ME-HETL-J2939	ME-HETL-J2939	5/6/21	7754	B.1.637	EPI_ISL_2245494
ME-HETL-J2940	ME-HETL-J2940	5/7/21	7992	B.1.526	EPI_ISL_2245495
ME-HETL-J2941	ME-HETL-J2941	5/7/21	696	B.1.1.7	EPI_ISL_2245496
ME-HETL-J2942	ME-HETL-J2942	5/8/21	8326	B.1.1.7	EPI_ISL_2245497
ME-HETL-J2943	ME-HETL-J2943	5/8/21	8479	B.1.526	EPI_ISL_2245498
ME-HETL-J2944	ME-HETL-J2944	5/8/21	4240	B.1.526	#N/A
ME-HETL-J2945	ME-HETL-J2945	5/9/21	2775	B.1.1.7	EPI_ISL_2245500
ME-HETL-J2947	ME-HETL-J2947	5/10/21	8749	B.1.1.7	#N/A
ME-HETL-J2948	ME-HETL-J2948	5/10/21	8014	B.1.526	EPI_ISL_2245502
ME-HETL-J2949	ME-HETL-J2949	5/10/21	9235	B.1.526	EPI_ISL_2245503
ME-HETL-J2950	ME-HETL-J2950	5/5/21	7373	B.1.1.7	EPI_ISL_2245504
ME-HETL-J2951	ME-HETL-J2951	5/6/21	3804	B.1.637	EPI_ISL_2245505
ME-HETL-J2953	ME-HETL-J2953	5/6/21	7057	B.1.1.7	EPI_ISL_2245506
ME-HETL-J2954	ME-HETL-J2954	5/7/21	9009	B.1.526	EPI_ISL_2245507
ME-HETL-J2955	ME-HETL-J2955	5/7/21	8426	B.1.1.7	EPI_ISL_2245508
ME-HETL-J2956	ME-HETL-J2956	5/6/21	8812	B.1.526	EPI_ISL_2245509
ME-HETL-J2957	ME-HETL-J2957	5/6/21	6622	B.1.526	EPI_ISL_2245510
ME-HETL-J2958	ME-HETL-J2958	5/5/21	3776	P.1	EPI_ISL_2245511
ME-HETL-J2959	ME-HETL-J2959	5/5/21	7180	P.1	EPI_ISL_2245512
ME-HETL-J2960	ME-HETL-J2960	5/7/21	6457	B.1.1.7	EPI_ISL_2245513
ME-HETL-J2961	ME-HETL-J2961	5/7/21	2443	B.1.1.7	EPI_ISL_2245514
ME-HETL-J2962	ME-HETL-J2962	5/7/21	4977	B.1.1.7	EPI_ISL_2245515
ME-HETL-J2963	ME-HETL-J2963	5/6/21	2703	B.1.429	#N/A
ME-HETL-J2964	ME-HETL-J2964	5/6/21	8142	B.1.526	EPI_ISL_2245517
ME-HETL-J2965	ME-HETL-J2965	5/6/21	9281	B.1.526	EPI_ISL_2245518
ME-HETL-J2966	ME-HETL-J2966	5/5/21	4516	B.1.526	EPI_ISL_2245519
ME-HETL-J2967	ME-HETL-J2967	5/5/21	8521	B.1.637	EPI_ISL_2245520
ME-HETL-J2969	ME-HETL-J2969	5/7/21	5072	B.1.1.7	EPI_ISL_2245521
ME-HETL-J2970	ME-HETL-J2970	5/4/21	7554	B.1.1.7	#N/A
ME-HETL-J2971	ME-HETL-J2971	5/4/21	2449	Q.3	EPI_ISL_2245523
ME-HETL-J2972	ME-HETL-J2972	5/4/21	8351	Q.3	EPI_ISL_2245524
ME-HETL-J2973	ME-HETL-J2973	5/4/21	9881	Q.3	EPI_ISL_2245525
ME-HETL-J2974	ME-HETL-J2974	5/4/21	4464	B.1.526	EPI_ISL_2245526
ME-HETL-J2975	ME-HETL-J2975	5/6/21	9988	P.1	EPI_ISL_2245527
ME-HETL-J2976	ME-HETL-J2976	5/4/21	8870	B.1.637	EPI_ISL_2245528
ME-HETL-J2978	ME-HETL-J2978	5/4/21	7131	B.1.637	EPI_ISL_2245529
ME-HETL-J2979	ME-HETL-J2979	5/5/21	7692	B.1.1.7	EPI_ISL_2245530
ME-HETL-J2980	ME-HETL-J2980	5/5/21	7250	B.1.1.7	EPI_ISL_2245531
ME-HETL-J2981	ME-HETL-J2981	5/3/21	6456	B.1.1.7	EPI_ISL_2245532
ME-HETL-J2983	ME-HETL-J2983	5/3/21	7177	B.1.1.7	EPI_ISL_2245533
ME-HETL-J2984	ME-HETL-J2984	5/4/21	8344	B.1.1.7	EPI_ISL_2245534
ME-HETL-J2985	ME-HETL-J2985	5/4/21	2934	B.1.1.7	EPI_ISL_2245535
ME-HETL-J2987	ME-HETL-J2987	5/4/21	6934	B.1.1.7	EPI_ISL_2245536
ME-HETL-J2988	ME-HETL-J2988	5/4/21	4874	B.1.1.7	EPI_ISL_2245537
ME-HETL-J2989	ME-HETL-J2989	5/4/21	8677	B.1.1.7	EPI_ISL_2245538
ME-HETL-J2990	ME-HETL-J2990	5/4/21	7590	B.1.1.7	EPI_ISL_2245539
ME-HETL-J2991	ME-HETL-J2991	5/4/21	1316	B.1.526	EPI_ISL_2245540
ME-HETL-J2992	ME-HETL-J2992	5/3/21	8632	B.1.526	EPI_ISL_2245541
ME-HETL-J2993	ME-HETL-J2993	5/3/21	7128	B.1.1.7	EPI_ISL_2245542
ME-HETL-J2995	ME-HETL-J2995	5/3/21	1359	B.1.1.7	#N/A
ME-HETL-J2997	ME-HETL-J2997	4/30/21	7211	B.1.1.7	EPI_ISL_2245544
ME-HETL-J2998	ME-HETL-J2998	4/30/21	9106	B.1.1.7	EPI_ISL_2245545
ME-HETL-J2999	ME-HETL-J2999	4/30/21	9228	B.1.526	EPI_ISL_2245546
ME-HETL-J3000	ME-HETL-J3000	4/30/21	8325	B.1.1.7	EPI_ISL_2245547
ME-HETL-J3002	ME-HETL-J3002	4/28/21	7486	B.1.1.7	EPI_ISL_2245548
ME-HETL-J3003	ME-HETL-J3003	4/30/21	1244	B.1.1.7	EPI_ISL_2245549
ME-HETL-J3004	ME-HETL-J3004	4/30/21	7309	B.1.526	EPI_ISL_2245550
ME-HETL-J3005	ME-HETL-J3005	4/30/21	9245	B.1.637	EPI_ISL_2245551
ME-HETL-J3006	ME-HETL-J3006	4/30/21	8953	B.1.1.7	EPI_ISL_2245552
ME-HETL-J3007	ME-HETL-J3007	4/26/21	9296	B.1.526	EPI_ISL_2245553
ME-HETL-J3008	ME-HETL-J3008	4/26/21	8562	B.1.526	EPI_ISL_2245554
ME-HETL-J3010	ME-HETL-J3010	5/10/21	7902	B.1.1.7	EPI_ISL_2245555
ME-HETL-J3011	ME-HETL-J3011	5/10/21	7232	B.1.1.7	EPI_ISL_2245556
ME-HETL-J3012	ME-HETL-J3012	5/10/21	7458	B.1.1.7	EPI_ISL_2245557
ME-HETL-J3013	ME-HETL-J3013	5/10/21	8778	B.1.1.7	EPI_ISL_2245558
ME-HETL-J3014	ME-HETL-J3014	5/10/21	7691	B.1.1.7	EPI_ISL_2245559
ME-HETL-J3015	ME-HETL-J3015	5/10/21	5022	B.1.1.7	EPI_ISL_2245560
ME-HETL-J3017	ME-HETL-J3017	5/11/21	7635	B.1.637	EPI_ISL_2245561
ME-HETL-J3018	ME-HETL-J3018	5/11/21	819	B.1.637	#N/A
ME-HETL-J3020	ME-HETL-J3020	5/11/21	6897	B.1.526	EPI_ISL_2245563
ME-HETL-J3021	ME-HETL-J3021	5/11/21	7955	B.1.637	EPI_ISL_2245564
ME-HETL-J3022	ME-HETL-J3022	5/11/21	8813	B.1.1.7	EPI_ISL_2245565
ME-HETL-J3023	ME-HETL-J3023	5/11/21	3396	B.1.1.7	EPI_ISL_2245566
ME-HETL-J3024	ME-HETL-J3024	5/11/21	2125	B.1.1.7	EPI_ISL_2245567
ME-HETL-J3025	ME-HETL-J3025	5/11/21	8877	P.1	EPI_ISL_2245568
ME-HETL-J3026	ME-HETL-J3026	5/12/21	8515	B.1.526	EPI_ISL_2245569
ME-HETL-J3027	ME-HETL-J3027	5/12/21	5704	B.1.637	EPI_ISL_2245570
ME-HETL-J3028	ME-HETL-J3028	5/12/21	7444	B.1.637	EPI_ISL_2245571
ME-HETL-J3030	ME-HETL-J3030	5/12/21	7871	B.1.1.7	EPI_ISL_2245572
ME-HETL-J3031	ME-HETL-J3031	5/12/21	3682	B.1.1.7	EPI_ISL_2245573
ME-HETL-J3032	ME-HETL-J3032	5/12/21	479	B.1.526	EPI_ISL_2245574
ME-HETL-J3037	ME-HETL-J3037	5/14/21	6137	B.1.1.7	EPI_ISL_2245575
ME-HETL-J3039	ME-HETL-J3039	5/16/21	7646	B.1.1.7	EPI_ISL_2245576
ME-HETL-J3040	ME-HETL-J3040	5/16/21	4352	B.1.526	#N/A
ME-HETL-J3041	ME-HETL-J3041	5/15/21	5959	B.1.526	EPI_ISL_2245578
ME-HETL-J3042	ME-HETL-J3042	5/15/21	6707	B.1.637	EPI_ISL_2245579
ME-HETL-J3043	ME-HETL-J3043	5/15/21	7470	B.1.637	EPI_ISL_2245580
ME-HETL-J3044	ME-HETL-J3044	5/15/21	8769	B.1.637	EPI_ISL_2245581
ME-HETL-J3045	ME-HETL-J3045	5/15/21	6117	B.1.1.7	EPI_ISL_2245582
ME-HETL-J3047	ME-HETL-J3047	5/14/21	6886	B.1.1.7	EPI_ISL_2245583
ME-HETL-J3048	ME-HETL-J3048	5/14/21	8155	B.1.526	EPI_ISL_2245584
ME-HETL-J3049	ME-HETL-J3049	5/14/21	9476	B.1.526	EPI_ISL_2245585
ME-HETL-J3050	ME-HETL-J3050	5/14/21	6831	B.1.1.7	EPI_ISL_2245586
ME-HETL-J3051	ME-HETL-J3051	5/10/21	7452	B.1.526	EPI_ISL_2245587
ME-HETL-J3052	ME-HETL-J3052	5/10/21	1106	B.1.526	EPI_ISL_2245588
ME-HETL-J3053	ME-HETL-J3053	5/11/21	4451	B.1.1.7	EPI_ISL_2245589
ME-HETL-J3054	ME-HETL-J3054	5/10/21	6739	B.1.429	EPI_ISL_2245590
ME-HETL-J3055	ME-HETL-J3055	5/10/21	9182	B.1.429	EPI_ISL_2245591
ME-HETL-J3056	ME-HETL-J3056	5/10/21	6593	B.1.429	EPI_ISL_2245592
ME-HETL-J3057	ME-HETL-J3057	5/10/21	7159	B.1.429	EPI_ISL_2245593
ME-HETL-J3058	ME-HETL-J3058	5/10/21	8651	B.1.429	EPI_ISL_2245594
ME-HETL-J3059	ME-HETL-J3059	5/10/21	7037	B.1.1.7	EPI_ISL_2245595
ME-HETL-J3060	ME-HETL-J3060	5/13/21	8308	P.1	EPI_ISL_2245596
ME-HETL-J3061	ME-HETL-J3061	5/13/21	6980	B.1.1.7	EPI_ISL_2245597
ME-HETL-J3062	ME-HETL-J3062	5/13/21	8364	B.1.637	EPI_ISL_2245598
ME-HETL-J3063	ME-HETL-J3063	5/13/21	8228	B.1.526	EPI_ISL_2245599
ME-HETL-J3064	ME-HETL-J3064	5/12/21	1796	B.1.526	EPI_ISL_2245600
ME-HETL-J3066	ME-HETL-J3066	4/27/21	6919	B.1.1.7	EPI_ISL_2245601
ME-HETL-J3067	ME-HETL-J3067	4/27/21	698	B.1.311	EPI_ISL_2245602
ME-HETL-J3068	ME-HETL-J3068	4/28/21	8513	B.1.1.7	EPI_ISL_2245603
ME-HETL-J3069	ME-HETL-J3069	4/28/21	8032	B.1.1.7	EPI_ISL_2245604
ME-HETL-J3070	ME-HETL-J3070	4/28/21	7133	B.1.1.7	EPI_ISL_2245605
ME-HETL-J3071	ME-HETL-J3071	4/28/21	6071	B.1.1.7	EPI_ISL_2245606
ME-HETL-J3072	ME-HETL-J3072	4/28/21	7710	B.1.526	EPI_ISL_2245607
ME-HETL-J3073	ME-HETL-J3073	4/28/21	1999	B.1.526	#N/A
ME-HETL-J3074	ME-HETL-J3074	4/28/21	7686	B.1.526	EPI_ISL_2245609
ME-HETL-J3075	ME-HETL-J3075	4/28/21	7631	Q.3	EPI_ISL_2245610
ME-HETL-J3076	ME-HETL-J3076	4/28/21	7164	B.1.1.7	EPI_ISL_2245611
ME-HETL-J3077	ME-HETL-J3077	4/28/21	7410	B.1.526	EPI_ISL_2245612
ME-HETL-J3078	ME-HETL-J3078	4/28/21	8721	B.1.526	EPI_ISL_2245613
ME-HETL-J3079	ME-HETL-J3079	4/28/21	8465	B.1.526	EPI_ISL_2245614
ME-HETL-J3080	ME-HETL-J3080	4/28/21	9934	B.1.429	EPI_ISL_2245615
ME-HETL-J3081	ME-HETL-J3081	4/21/21	8286	P.1.10	EPI_ISL_2245616
ME-HETL-J3082	ME-HETL-J3082	4/21/21	7276	B.1.526	EPI_ISL_2245617
ME-HETL-J3083	ME-HETL-J3083	4/21/21	5244	B.1.526	EPI_ISL_2245618
ME-HETL-J3084	ME-HETL-J3084	4/21/21	7935	B.1.1.7	EPI_ISL_2245619
ME-HETL-J3085	ME-HETL-J3085	4/21/21	5582	B.1.1.7	EPI_ISL_2245620
ME-HETL-J3086	ME-HETL-J3086	4/22/21	8184	B.1.1.7	EPI_ISL_2245621
ME-HETL-J3088	ME-HETL-J3088	4/23/21	8528	B.1.637	EPI_ISL_2245622
ME-HETL-J3089	ME-HETL-J3089	4/23/21	944	B.1.1.7	EPI_ISL_2245623
ME-HETL-J3093	ME-HETL-J3093	4/23/21	8057	B.1.526	EPI_ISL_2245624
ME-HETL-J3095	ME-HETL-J3095	4/23/21	6630	B.1.526	EPI_ISL_2245625
ME-HETL-J3096	ME-HETL-J3096	4/23/21	6346	B.1.526	EPI_ISL_2245626
ME-HETL-J3097	ME-HETL-J3097	4/23/21	6262	B.1.526	EPI_ISL_2245627
ME-HETL-J3098	ME-HETL-J3098	4/21/21	2070	B.1.1.7	EPI_ISL_2245628
ME-HETL-J3099	ME-HETL-J3099	4/21/21	7220	B.1.1.7	EPI_ISL_2245629
ME-HETL-J3100	ME-HETL-J3100	4/21/21	8011	B.1.1.7	EPI_ISL_2245630
ME-HETL-J3101	ME-HETL-J3101	4/21/21	7819	B.1.1.7	EPI_ISL_2245631
ME-HETL-J3102	ME-HETL-J3102	4/21/21	9158	B.1.1.7	EPI_ISL_2245632
ME-HETL-J3103	ME-HETL-J3103	4/21/21	2648	B.1.1.7	EPI_ISL_2245633
ME-HETL-J3105	ME-HETL-J3105	5/3/21	4513	B.1.1.7	EPI_ISL_2802445
ME-HETL-J3106	ME-HETL-J3106	5/4/21	4979	B.1.526	EPI_ISL_2802484
ME-HETL-J3108	ME-HETL-J3108	5/5/21	963	B.1.526	EPI_ISL_2802504
ME-HETL-J3110	ME-HETL-J3110	5/5/21	4331	B.1.526	EPI_ISL_2802505
ME-HETL-J3113	ME-HETL-J3113	5/6/21	4422	B.1.526	EPI_ISL_2802519
ME-HETL-J3116	ME-HETL-J3116	DateMissing	4734		#N/A
ME-HETL-J3117	ME-HETL-J3117	DateMissing	4455		#N/A
ME-HETL-J3119	ME-HETL-J3119	DateMissing	2241		#N/A
ME-HETL-J3120	ME-HETL-J3120	DateMissing	4758		#N/A
ME-HETL-J3121	ME-HETL-J3121	DateMissing	4650		#N/A
ME-HETL-J3122	ME-HETL-J3122	5/15/21	4181	C.36.3	EPI_ISL_2802630
ME-HETL-J3123	ME-HETL-J3123	5/11/21	3150	B.1.1.7	EPI_ISL_2802596
ME-HETL-J3124	ME-HETL-J3124	5/11/21	4396	B.1.1.7	EPI_ISL_2802597
ME-HETL-J3131	ME-HETL-J3131	DateMissing	3482		#N/A
ME-HETL-J3132	ME-HETL-J3132	5/7/21	409	B.1.526	EPI_ISL_2802533
ME-HETL-J3134	ME-HETL-J3134	5/7/21	3354	B.1.526	#N/A
ME-HETL-J3135	ME-HETL-J3135	5/7/21	4150	B.1.1.7	EPI_ISL_2802535
ME-HETL-J3136	ME-HETL-J3136	5/7/21	4946	B.1.1.7	EPI_ISL_2802536
ME-HETL-J3138	ME-HETL-J3138	5/7/21	2727	B.1.526	EPI_ISL_2802537
ME-HETL-J3140	ME-HETL-J3140	5/7/21	3767	B.1.1.7	EPI_ISL_2802538
ME-HETL-J3141	ME-HETL-J3141	5/7/21	3805	B.1.1.7	EPI_ISL_2802539
ME-HETL-J3143	ME-HETL-J3143	5/7/21	4923	B.1.526	EPI_ISL_2802540
ME-HETL-J3144	ME-HETL-J3144	5/7/21	4683	B.1.526	EPI_ISL_2802541
ME-HETL-J3145	ME-HETL-J3145	5/7/21	3379	B.1.637	EPI_ISL_2802542
ME-HETL-J3146	ME-HETL-J3146	5/7/21	3714	B.1.1.7	EPI_ISL_2802543
ME-HETL-J3147	ME-HETL-J3147	5/7/21	3447	B.1.526	EPI_ISL_2802544
ME-HETL-J3148	ME-HETL-J3148	5/7/21	4399	B.1.1.7	EPI_ISL_2802545
ME-HETL-J3150	ME-HETL-J3150	5/7/21	3378	B.1.1.7	EPI_ISL_2802546
ME-HETL-J3151	ME-HETL-J3151	5/7/21	4204	B.1.1.7	EPI_ISL_2802547
ME-HETL-J3152	ME-HETL-J3152	5/7/21	5024	B.1.526	EPI_ISL_2802548
ME-HETL-J3153	ME-HETL-J3153	5/7/21	4270	B.1.526	EPI_ISL_2802549
ME-HETL-J3154	ME-HETL-J3154	5/7/21	3997	B.1.526	EPI_ISL_2802550
ME-HETL-J3155	ME-HETL-J3155	5/7/21	4174	B.1.1.7	EPI_ISL_2802551
ME-HETL-J3156	ME-HETL-J3156	5/7/21	4779	B.1.526	EPI_ISL_2802552
ME-HETL-J3157	ME-HETL-J3157	5/7/21	3265	B.1.526	EPI_ISL_2802553
ME-HETL-J3158	ME-HETL-J3158	5/7/21	4082	B.1.1.7	EPI_ISL_2802554
ME-HETL-J3160	ME-HETL-J3160	5/7/21	1523	B.1.526	EPI_ISL_2802555
ME-HETL-J3161	ME-HETL-J3161	5/7/21	3737	B.1.526	EPI_ISL_2802556
ME-HETL-J3162	ME-HETL-J3162	5/7/21	3653	B.1.526	EPI_ISL_2802557
ME-HETL-J3163	ME-HETL-J3163	5/9/21	3171	B.1.1.7	EPI_ISL_2802559
ME-HETL-J3164	ME-HETL-J3164	5/9/21	4138	B.1.1.7	EPI_ISL_2802560
ME-HETL-J3165	ME-HETL-J3165	5/9/21	1335	B.1.526	EPI_ISL_2802561
ME-HETL-J3166	ME-HETL-J3166	5/9/21	3333	B.1.526	#N/A
ME-HETL-J3167	ME-HETL-J3167	5/9/21	4767	B.1.526	EPI_ISL_2802563
ME-HETL-J3169	ME-HETL-J3169	5/9/21	802	B.1.526	#N/A
ME-HETL-J3170	ME-HETL-J3170	5/9/21	4466	B.1.637	EPI_ISL_2802565
ME-HETL-J3172	ME-HETL-J3172	5/9/21	3230	B.1.526	EPI_ISL_2802566
ME-HETL-J3173	ME-HETL-J3173	5/9/21	893	B.1.1.7	EPI_ISL_2802567
ME-HETL-J3174	ME-HETL-J3174	5/9/21	3739	B.1.1.7	EPI_ISL_2802568
ME-HETL-J3175	ME-HETL-J3175	5/9/21	4648	B.1.1.7	EPI_ISL_2802569
ME-HETL-J3176	ME-HETL-J3176	5/9/21	4557	B.1.1.7	EPI_ISL_2802570
ME-HETL-J3177	ME-HETL-J3177	5/10/21	4651	B.1.1.7	EPI_ISL_2802571
ME-HETL-J3179	ME-HETL-J3179	5/10/21	3794	B.1.526	#N/A
ME-HETL-J3180	ME-HETL-J3180	5/10/21	3553	B.1.1.7	EPI_ISL_2802573
ME-HETL-J3181	ME-HETL-J3181	5/10/21	4156	B.1.526	EPI_ISL_2802574
ME-HETL-J3182	ME-HETL-J3182	5/10/21	3595	Q.1	EPI_ISL_2802575
ME-HETL-J3183	ME-HETL-J3183	5/10/21	4059	Q.1	EPI_ISL_2802576
ME-HETL-J3184	ME-HETL-J3184	5/10/21	4645	B.1.1.7	EPI_ISL_2802577
ME-HETL-J3185	ME-HETL-J3185	5/10/21	4156	B.1.526	EPI_ISL_2802578
ME-HETL-J3186	ME-HETL-J3186	5/10/21	4114	B.1.526	EPI_ISL_2802579
ME-HETL-J3187	ME-HETL-J3187	5/10/21	4035	B.1.1.7	EPI_ISL_2802580
ME-HETL-J3188	ME-HETL-J3188	5/10/21	4227	B.1.526	EPI_ISL_2802581
ME-HETL-J3189	ME-HETL-J3189	5/10/21	3283	B.1.526	EPI_ISL_2802582
ME-HETL-J3190	ME-HETL-J3190	5/10/21	3668	B.1.526	EPI_ISL_2802583
ME-HETL-J3191	ME-HETL-J3191	5/10/21	3173	B.1.1.7	EPI_ISL_2802584
ME-HETL-J3193	ME-HETL-J3193	5/10/21	4468	B.1.637	EPI_ISL_2802585
ME-HETL-J3194	ME-HETL-J3194	5/10/21	55	B.1.628	EPI_ISL_2802586
ME-HETL-J3196	ME-HETL-J3196	5/10/21	3449	B.1.526	EPI_ISL_2802587
ME-HETL-J3197	ME-HETL-J3197	5/10/21	530	B.1.1.7	#N/A
ME-HETL-J3198	ME-HETL-J3198	5/10/21	4905	B.1.526	EPI_ISL_2802589
ME-HETL-J3199	ME-HETL-J3199	5/10/21	3416	B.1.526	EPI_ISL_2802590
ME-HETL-J3200	ME-HETL-J3200	5/10/21	3900	B.1.1.7	EPI_ISL_2802591
ME-HETL-J3201	ME-HETL-J3201	5/10/21	4045	B.1.526	EPI_ISL_2802592
ME-HETL-J3202	ME-HETL-J3202	5/10/21	2416	B.1.1.7	EPI_ISL_2802593
ME-HETL-J3203	ME-HETL-J3203	5/10/21	843	B.1.526	EPI_ISL_2802594
ME-HETL-J3204	ME-HETL-J3204	5/11/21	4017	B.1.1.7	EPI_ISL_2802598
ME-HETL-J3205	ME-HETL-J3205	5/11/21	3178	B.1.637	EPI_ISL_2802599
ME-HETL-J3206	ME-HETL-J3206	5/11/21	1733	B.1.526	EPI_ISL_2802600
ME-HETL-J3207	ME-HETL-J3207	5/11/21	727	B.1.1.7	EPI_ISL_2802601
ME-HETL-J3208	ME-HETL-J3208	5/11/21	3680	B.1.526	EPI_ISL_2802602
ME-HETL-J3209	ME-HETL-J3209	5/11/21	3705	B.1.1.7	EPI_ISL_2802603
ME-HETL-J3210	ME-HETL-J3210	5/11/21	4086	B.1.526	EPI_ISL_2802604
ME-HETL-J3211	ME-HETL-J3211	5/11/21	746	B.1.1.7	#N/A
ME-HETL-J3212	ME-HETL-J3212	5/11/21	4695	B.1.1.7	EPI_ISL_2802606
ME-HETL-J3213	ME-HETL-J3213	5/11/21	4727	B.1.1.7	EPI_ISL_2802607
ME-HETL-J3214	ME-HETL-J3214	5/11/21	2282	B.1.1.7	EPI_ISL_2802608
ME-HETL-J3215	ME-HETL-J3215	5/11/21	2096	B.1.1.7	EPI_ISL_2802609
ME-HETL-J3216	ME-HETL-J3216	5/11/21	4867	B.1.1.7	EPI_ISL_2802610
ME-HETL-J3217	ME-HETL-J3217	5/11/21	4265	B.1.1.7	EPI_ISL_2802611
ME-HETL-J3218	ME-HETL-J3218	5/11/21	58	B.1	EPI_ISL_2802612
ME-HETL-J3219	ME-HETL-J3219	5/11/21	4274	B.1.1.7	EPI_ISL_2802613
ME-HETL-J3220	ME-HETL-J3220	5/11/21	2031	B.1.637	EPI_ISL_2802614
ME-HETL-J3221	ME-HETL-J3221	5/11/21	2642	B.1.526	EPI_ISL_2802615
ME-HETL-J3222	ME-HETL-J3222	5/11/21	3794	B.1.526	EPI_ISL_2802616
ME-HETL-J3223	ME-HETL-J3223	5/11/21	5150	B.1.1.7	EPI_ISL_2802617
ME-HETL-J3224	ME-HETL-J3224	5/11/21	3687	B.1.526	EPI_ISL_2802618
ME-HETL-J3226	ME-HETL-J3226	5/11/21	4105	B.1.1.7	EPI_ISL_2802619
